Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
365,vector_public:VMAP1PHYSTXT,"VMap1 Physical Features Text, Points","This datalayer is a point coverage representing named locations of boundary text label points located throughout current Vmap geographic coverage areas. Objects in this layer may have FACC (Feature and Attribute Coding Catalogue) Codes of ZD040, 'A geographic place on the Earth, not normally appearing as a feature on a map, but having a name that is required to be placed on a map,' or, ZD045, 'An area in which a characteristic or an activity pertaining to the area can be described and possibly labeled on a product if deemed important at the time the product is being produced.' This layer was derived from the VMAP1 series produced by the National Geospatial-Intelligence Agency (NGA), an agency of the United States government. VMAP data set products use the 'vector product format' (vpf) utilized first by the US Defense Mapping Agency and later by its successor, the National Imagery and Mapping Agency (NIMA, now known as the NGA). 'VMap' is derived from 'Vector Smart Map' Vector Smart Map (VMAP) Level 1 is a global vector GIS dataset at 1:250,000 scale. This is currently the most detailed global digital dataset freely available and can be downloaded from the National Imagery and Mapping Agency (NGA) website, using the GeoSpatial Engine The coverage is not complete - of the 234 zones which make up the dataset, only around 25% are currently (2002) available - others have not yet been completed or are not declassified. They feature a vast number of files organized into libraries. These libraries, or coverages, are geographicially bounded areas, rather than feature-linked coverages. VMAP Layers in the Harvard Geospatial Library are feature-based as we have processed the multiple tiles from the VMAP libraries into a series of seamless coverages (i.e. Aqueduct Lines appear in a single layer, 'Aqueduct Lines') which depict a particular feature as it occurs throughout the available geographic coverage areas. Since different geographic areas were mapped by NIMA at different times using various types of feature capture and scanning and digitizing methods and software, multiple map sources of varying dates and multiple processing approaches are represented in each of these HGL layers. We have necessarily generalized the discussion of data source material and process steps in the Data Quality section of this metadata document.",Point,National Geospatial-Intelligence Agency,Shapefile,1995,2005-2009,Earth,imageryBaseMapsEarthCover,"ENVELOPE(-122.498123, 140.668304, 57.86618, -5.552861)"
366,vector_restricted:ESRI05EURPLACES,ESRI Data & Maps 2005 : Europe Places,Europe Places contains the populated places in Europe.,Point,AND International Publishers N.V.,Shapefile,2004,2005-2009,Europe,Cities and towns,"ENVELOPE(-27.213201, 64.0749, 70.9769, 27.7652)"
368,vector_public:TG95ALELMPY,"Census School Districts, 1995 - Alabama","This datalayer displays the school districts for the state of Alabama. School districts are geographic entities within which state, county, or local officials or the Department of Defense provide public educational services for the areas residents. The U.S. Census Bureau obtains the boundaries and names for school districts from state officials. The U.S. Census Bureau first provided data for school districts in conjunction with the 1970 census. Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by the Department of Education and are not necessarily in alphabetical order by school district name. The program identified three possible levels of school districts representing different segments of the school-age population (elementary, intermediate, and secondary) and a unified category to identify those school districts that represented all grade levels. The elementary, intermediate, and secondary levels of a school district may overlap each other because they represent different segments of the school-age population; for example, an intermediate school district could cover parts of several elementary school districts. The 1995 TIGER files use separate fields to accommodate for the overlap and may not contain a code for all grade levels. The 1995 TIGER files contain a unified school district code for those school districts where all levels are represented in a single district. The elementary, intermediate, and secondary school district code fields are blank if there is a unified school district code. School districts may cut through existing census blocks. In such instances, the Census Bureau created new complete chains and GT polygons. However, the school district boundaries did not create new blocks. The tabulation blocks may contain more than one polygon, and each polygon may have a different school district code. The block parts/polygons allocated to the different school districts do not have separate tabulation block numbers. Thus, a school district in the TIGER files is a representation of the area, not the actual area. The 1995 TIGER files store the school district codes in a set of four, 5-character fields. All codes consist of numeric characters. The value, 9999, is a pseudo-school district code assigned to non-water blocks for which the National School District Program does not report a school district. Some large water areas have a pseudo-school district code of 99998.",Polygon,"U.S. Department of Commerce, Bureau of the Census, Geography Division",Shapefile,1995,2005-2009,Alabama,boundaries,"ENVELOPE(-86.348829, -86.271193, 31.049522, 30.993683)"
370,vector_restricted:ESRI07USBLKPOP_DE,Delaware U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,Delaware U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of Delaware. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,Delaware,Census,"ENVELOPE(-75.788389, -75.020447, 39.838457, 38.451393)"
414,vector_public:AFRICOVER_SM_ROADS,Somalia Roads,Somalia roads from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO).,Line,Food and Agriculture Organization of the United Nations,Shapefile,null,2005-2009,Somalia,Roads,"ENVELOPE(40.990686, 49.568928, 11.282059, -0.534088)"
421,vector_restricted:ESRI07USBLKPOP_VT,Vermont U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,Vermont U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of Vermont. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,Vermont,Census,"ENVELOPE(-73.420725, -71.481944, 45.014581, 42.730512)"
427,vector_public:AFRICOVER_RW_CULT_AGG,Rwanda Thematic Agriculture Aggregation Landcover,"Rwanda thematic agriculture aggregation landcover from The Multipurpose Africover Database for the Environmental Resources produced by the Food and Agriculture Organization of the United Nations (FAO). Scale of the dataset: 1:100,000. This dataset is a reaggregated version of the original national Africover landcover multipurpose database. It contains all cultivated land. The land cover has been produced from visual interpretation of digitally enhanced LANDSAT TM images (Bands 4,3,2) acquired mainly in the year 1999. The land cover classes have been developed using the FAO/UNEP international standard LCCS classification system.",Polygon,Food and Agriculture Organization of the United Nations,Shapefile,2002,2005-2009,Rwanda,Land use,"ENVELOPE(28.771509, 30.925354, -0.963372, -2.93011)"
431,vector_restricted:ESRI07USBLKPOP_MT,Montana U.S. Census Block Centroid Populations : ESRI Data & Maps 2007,Montana U.S. Census Block Centroid Populations represents the populations of the U.S. Census blocks for the state of Montana. U.S. Census blocks are the smallest geographic entities within a county for which the Census Bureau tabulates population.,Point,"Tele Atlas North America, Inc.",Shapefile,2007,2005-2009,Montana,Census,"ENVELOPE(-116.049147, -104.041905, 49.00077, 44.445302)"
448,vector_restricted:KNG_SCHDST,"King County, Washington : school districts","King County, Washington school districts.",Polygon,King County (Wash.),Shapefile,2003,2005-2009,Washington,Municipal,"ENVELOPE(-122.542574, -121.061526, 47.788424, 47.073882)"
457,vector_restricted:INDIAVILL_MADHYA,"Madhya Pradesh, India : Village Socio-Demographic and Economic Census Data, 2001","This datalayer shows village locations with socio-demographic and economic Census data for 2001 for the state of Madhya Pradesh, India. Includes village socio-demographic and economic Census attribute data such as total population, population by sex, household, literacy and illiteracy rates, and employment by industry. This layer is part of the VillageMap dataset which includes socio-demographic and economic Census data for 2001 at the village level for all the states of India. This data layer is sourced from secondary government sources, chiefly Survey of India, Census of India, Election Commission, etc. Scale 1:1,000,000.",Point,ML InfoMap (Firm),Shapefile,2001,2005-2009,India,Human settlements,"ENVELOPE(74.040413, 82.806999, 26.838799, 21.093693)"
