Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
2657,vector_public:GHGIS1834PROVINCES,"Germany Provincial Boundaries, 1834, German Historical GIS","These polygons represent 8 provinces existing in the sovereign states of the German Confederation (the Deutscher Bund) in 1834, which were located within the (future) boundaries of the German Empire that would be founded in 1871 ('core Germany'). Since in 1834 only Prussia used provinces as administrative units, the provincial dataset as a layer likewise represents the territorial extension of the Kingdom of Prussia in 1820. There are no changes at the provincial level as compared to 1830.",Polygon,"HGIS Germany (Andreas Kunz, Leonhard Dietze)",Shapefile,1834,2010-2014,Germany,Political Divisions,"ENVELOPE(4.819391, 23.157687, 56.025202, 49.055261)"
2666,vector_restricted:NLD_AMST6201RD_RELIEF_LJN,"Relief Lines, Amsterdam (West), Netherlands, 2008-2010","This layer contains relief lines for Amsterdam (West), Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.",Line,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Altitudes,"ENVELOPE(4.364536, 5.039172, 52.732139, 52.13724)"
2670,vector_restricted:MACON95_PAMKT_ZIP,"Pennsylvania ZIP Code Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for 5-digit ZIP code areas for Pennsylvania, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Pennsylvania,Zip codes,"ENVELOPE(-80.519996, -74.690162, 42.269797, 39.719897)"
2673,vector_restricted:MACON95_RIDEM_TRACT,"Rhode Island Census Tract Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for Census tracts for Rhode Island, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Rhode Island,Census districts,"ENVELOPE(-71.895599, -71.121063, 42.0187, 41.146647)"
2686,vector_public:USGS_NU_OCOTAL_DNAR,"Drainage : Lakes, Rivers, Reservoirs, Ocotal Region, Nicaragua, 2001","Drainage : lakes, rivers, reservoirs for the Ocotal region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Bodies of water,"ENVELOPE(-86.539291, -86.499327, 13.618909, 13.586766)"
2688,vector_public:USGS_HO_CHOLOMA_CHLMFD,"Flood Depths, Choloma, Honduras","Flood depth polygons for the 50-year flood, for Rio Choloma, Choloma, Honduras. Water-surface elevations for an estimated 50-year-flood discharge on Rio Choloma at Choloma were determined using HEC-RAS, a one-dimensional step-backwater computer program. The channel and floodplain cross section geometry used in HEC-RAS were developed from an airborne light detection and ranging (LIDAR) topographic survey of the area. The 50-year-flood discharge for Rio Choloma, 370 cubic meters per second, was estimated using a regression equation that relates the 50-year-flood discharge to drainage area and mean annual precipitation. The area of inundation and depth of flood coverage was created with the HEC-RAS output and topographic TIN using HEC-geo-RAS software.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Honduras,Floods,"ENVELOPE(-87.955, -87.95, 15.62, 15.615)"
2718,vector_restricted:EURATLAS_SEAS_1000,"Seas, Europe, Year 1000","This shapefile represents the seas, lakes, and other large bodies of water of Europe for the year 1000. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1000,2010-2014,Europe,Seas,"ENVELOPE(-17.99701, 51.004024, 60.242875, 19.669491)"
2723,vector_restricted:MACON95_WADEM_ZIP,"Washington ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Washington, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Washington,Zip codes,"ENVELOPE(-124.752799, -116.917365, 49.00265, 45.548457)"
2727,vector_public:USGS_NU_LEON_DSL,"Drainage : Waterfalls, Rapids, Leon Region, Nicaragua, 2001","Drainage : waterfalls, rapids for the Leon region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Bodies of water,"ENVELOPE(-86.91055, -86.83313, 12.433, 12.376321)"
2734,vector_public:USGS_ES_BERLIN_ELSMITCH,"Landslides Triggered by Hurricane Mitch, Berlin Region, El Salvador, 2001","Landslides triggered by Hurricane Mitch for the Berlin region, El Salvador. This cover contains the outlines of landslides and debris flows caused by heavy rainfall associated with Hurricane Mitch in October-November 1998. The landslides and debris flows shown in this coverage were mapped using 1:40,000-scale and 1:15,000-scale black-and-white aerial photographs. Much of the photography was taken a few months after the storm, but additional photography was taken in late 2000. The photographs were visually examined using 4-X mirror stereoscopes, and the landslides were plotted by hand on mylar overlays that were registered to topographic maps. The landslides were plotted on 1:25,000-scale maps where these high-quality maps were available; for other parts of the country, the landslides were plotted on 1:50,000-scale maps. The plotted landslides were then manually digitized and registered to digital raster graphic (DRG) images of 1:50,000-scale topographic maps. Some of the areas in this coverage are composites of parts of two or more 1:50,000-scale quadrangles. To produce these composites, the edges of adjoining quadrangles had to be digitally adjusted in ArcInfo to assure continuity between adjacent maps. These adjustments were also necessary to resolve differences in the resolution between 1:50,000-scale and 1:25,000-scale topographic maps. After these adjustments, the areas of each plate were cut from merged DRGs and the digital landslides were then plotted on the DRG images of the map areas. The cover portrays the shapes, relative location, and size of landslides and the associated downslope channel deposits caused by the hurricane. For those features that were originally mapped on 1:25,000-scale topographic maps, we estimate that their locations are accurate to within less than 100 m and probably to within 50m. For features that were originally mapped on 1:50,000-scale topographic maps, their locations are probably accurate to within 100-200m. Hurricane Mitch devastated Central America during the months of October- November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2002,2010-2014,El Salvador,Landslides,"ENVELOPE(-88.526418, -88.493859, 13.496835, 13.464831)"
